saved_path,file_hash,url,retrieved_at,state,agency,original_filename,note
sheets/sheets_wayback_pre2011/20060627155408_s3.html,3965f152f82414087930f733de188104d6bf51b89f0e98437ab2715d69196aa8,https://web.archive.org/web/20060627155408id_/http://www.ice.gov/partners/287g/Section287_g.htm,2026-09-12T06:22:51Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20060712080331_s2.html,b35342ccbf05fdb9b73b044a14ccdc4ec8da2ab949742849f03b9f3908b628ca,https://web.archive.org/web/20060712080331id_/http://www.ice.gov/pi/news/factsheets/section287g.htm,2026-09-12T06:22:53Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20060811072848_s3.html,7491a24edbb00730204c26a72af8a74d5dcda1b5b4c76b77c0f690fe37aafa77,https://web.archive.org/web/20060811072848id_/http://www.ice.gov/partners/287g/Section287_g.htm,2026-09-12T06:22:54Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20060925223704_s3.html,f93a5c9e33b61736bf9cbac79cbad31676eee4dc95ea601cc9c59098e127db25,https://web.archive.org/web/20060925223704id_/http://www.ice.gov/partners/287g/Section287_g.htm,2026-09-12T06:22:56Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20060925233504_s2.html,69f646d05336d7ca8206117331684ae87d4f2133b8a2fe1c8764ca5858c6a6c6,https://web.archive.org/web/20060925233504id_/http://www.ice.gov/pi/news/factsheets/section287g.htm,2026-09-12T06:22:57Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20070219155513_s2.html,1278ba4840f43d4859c3b6ca72d45aa96d47aaef7c01fe6c379e6f47a7df389c,https://web.archive.org/web/20070219155513id_/http://www.ice.gov/pi/news/factsheets/section287g.htm,2026-09-12T06:22:59Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20070221195211_s3.html,63f1a9fb1a0b1dae2d923d5542ca40a26b2d2a88b5c8669cf5e916b7166b06de,https://web.archive.org/web/20070221195211id_/http://www.ice.gov/partners/287g/Section287_g.htm,2026-09-12T06:23:00Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20070319200855_s3.html,63f1a9fb1a0b1dae2d923d5542ca40a26b2d2a88b5c8669cf5e916b7166b06de,https://web.archive.org/web/20070319200855id_/http://www.ice.gov/partners/287g/Section287_g.htm,2026-09-12T06:23:02Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20070502210846_s2.html,65cfe19e010ad0c7891d8e2a461b317a625ab79f7e79c267bee942965ffdea6f,https://web.archive.org/web/20070502210846id_/http://www.ice.gov/pi/news/factsheets/section287g.htm,2026-09-12T06:23:04Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
sheets/sheets_wayback_pre2011/20070602063207_s2.html,65cfe19e010ad0c7891d8e2a461b317a625ab79f7e79c267bee942965ffdea6f,https://web.archive.org/web/20070602063207id_/http://www.ice.gov/pi/news/factsheets/section287g.htm,2026-09-12T06:23:47Z,,,,raw Wayback capture fetched by code/0-287g-wayback-backfill.R
